Cow_ID,Day,Milk_Temperature,Milk_pH,Milk_Conductivity,Somatic_Cell_Count,Milk_Yield,Clotting,class1,temp_norm,cond_norm,yield_norm,risk_score,risk_level,pred_class1
C0609,3,36.25,6.78,4.5,71,20.3,0,0,0.375,0.25,0.37307692307692303,33.065384615384616,LOW,0
C0610,12,35.36,6.68,4.92,90,18.9,0,0,0.22666666666666657,0.32,0.42692307692307696,32.14128205128205,LOW,0
C0611,26,35.49,6.59,4.32,186,18.1,0,0,0.24833333333333366,0.22000000000000006,0.4576923076923076,30.33179487179488,LOW,0
C0612,16,35.13,6.7,4.9,195,24.9,0,0,0.18833333333333377,0.3166666666666667,0.1961538461538462,23.567435897435917,LOW,0
C0613,19,34.29,6.6,4.9,129,17.7,0,0,0.048333333333333194,0.3166666666666667,0.4730769230769231,27.392051282051277,LOW,0
C0614,5,35.94,6.58,4.82,177,22.2,0,0,0.323333333333333,0.3033333333333334,0.30000000000000004,30.909999999999993,LOW,0
C0615,22,37.69,7.04,6.82,511,8.9,1,1,0.6149999999999997,0.6366666666666667,0.8115384615384615,68.35102564102563,HIGH,1
C0616,25,35.36,6.47,4.77,221,18.6,0,0,0.22666666666666657,0.29499999999999993,0.4384615384615384,31.62397435897435,LOW,0
C0617,29,35.53,6.61,4.35,140,23.1,0,0,0.25500000000000017,0.22499999999999995,0.26538461538461533,24.77192307692308,LOW,0
C0618,14,35.76,6.67,4.62,58,18.9,0,0,0.293333333333333,0.27,0.42692307692307696,32.657948717948706,LOW,0
C0619,28,37.44,7.3,6.94,730,9.1,0,1,0.5733333333333329,0.6566666666666667,0.8038461538461538,67.39589743589742,HIGH,1
C0620,5,35.24,6.61,4.94,133,23.4,0,0,0.206666666666667,0.3233333333333334,0.2538461538461539,26.212564102564116,LOW,0
C0621,15,37.92,7.06,6.8,542,8.2,1,1,0.6533333333333337,0.6333333333333333,0.8384615384615385,70.3723076923077,HIGH,1
C0622,17,34.87,6.71,4.41,142,21.9,0,0,0.14499999999999957,0.23500000000000001,0.3115384615384616,22.812692307692295,LOW,0
C0623,30,38.08,7.13,6.63,580,7.4,1,1,0.6799999999999997,0.605,0.8692307692307693,71.24115384615384,HIGH,1
C0624,14,34.82,6.73,4.71,201,18.5,0,0,0.13666666666666671,0.285,0.4423076923076923,28.33320512820513,LOW,0
C0625,30,38.56,7.14,6.31,765,11.9,1,1,0.7600000000000003,0.5516666666666666,0.6961538461538462,66.72910256410259,HIGH,1
C0626,20,35.48,6.57,4.93,194,21.0,0,0,0.24666666666666615,0.3216666666666666,0.34615384615384615,30.37576923076921,LOW,0
C0627,5,34.69,6.5,4.69,164,17.0,0,0,0.11499999999999962,0.28166666666666673,0.5,29.268333333333317,LOW,0
C0628,12,36.08,6.6,5.06,153,22.2,0,0,0.3466666666666664,0.34333333333333327,0.30000000000000004,33.103333333333325,LOW,0
C0629,16,35.13,6.75,4.37,186,20.3,0,0,0.18833333333333377,0.22833333333333336,0.37307692307692303,25.96038461538463,LOW,0
C0630,26,35.09,6.7,3.75,153,14.9,0,0,0.18166666666666723,0.125,0.5807692307692307,28.555512820512835,LOW,0
C0631,26,37.52,7.24,7.75,638,7.5,1,1,0.5866666666666672,0.7916666666666666,0.8653846153846154,74.4819230769231,HIGH,1
C0632,16,37.52,7.26,7.31,557,10.9,1,1,0.5866666666666672,0.7183333333333333,0.7346153846153847,67.86141025641028,HIGH,1
C0633,21,34.99,6.54,4.19,129,19.8,0,0,0.16500000000000034,0.1983333333333334,0.3923076923076923,24.71320512820514,LOW,0
C0634,7,35.53,6.62,4.41,145,25.7,0,0,0.25500000000000017,0.23500000000000001,0.1653846153846154,22.021923076923084,LOW,0
C0635,4,35.71,6.57,5.53,168,20.7,0,0,0.28500000000000014,0.4216666666666667,0.3576923076923077,35.536794871794875,LOW,0
C0636,1,35.85,6.78,4.61,201,17.5,0,0,0.30833333333333357,0.26833333333333337,0.4807692307692308,34.77884615384617,LOW,0
C0637,30,35.59,6.53,4.92,149,20.7,0,0,0.26500000000000057,0.32,0.3576923076923077,31.298461538461552,LOW,0
C0638,30,35.32,6.74,4.5,93,18.9,0,0,0.22000000000000006,0.25,0.42692307692307696,29.46461538461539,LOW,0
C0639,5,35.09,6.74,4.07,184,21.0,0,0,0.18166666666666723,0.17833333333333337,0.34615384615384615,23.149102564102584,LOW,0
C0640,23,35.54,6.83,4.65,180,21.7,0,0,0.25666666666666654,0.2750000000000001,0.31923076923076926,28.247820512820514,LOW,0
C0641,26,34.96,6.61,4.62,72,23.6,0,0,0.16000000000000014,0.27,0.2461538461538461,22.520769230769236,LOW,0
C0642,10,34.04,6.72,4.58,150,19.9,0,0,0.006666666666666525,0.26333333333333336,0.3884615384615385,21.485641025641023,LOW,0
C0643,22,35.72,6.88,4.67,86,24.9,0,0,0.28666666666666646,0.2783333333333333,0.1961538461538462,25.569102564102558,LOW,0
C0644,5,35.95,6.59,4.78,123,22.7,0,0,0.32500000000000046,0.2966666666666667,0.28076923076923077,30.1371794871795,LOW,0
C0645,4,37.96,6.89,7.36,690,6.7,1,1,0.6600000000000001,0.7266666666666667,0.8961538461538462,75.65410256410257,HIGH,1
C0646,2,35.0,6.46,4.32,182,26.6,0,0,0.16666666666666666,0.22000000000000006,0.13076923076923072,17.42051282051282,LOW,0
C0647,20,35.81,6.72,4.85,155,21.0,0,0,0.301666666666667,0.3083333333333333,0.34615384615384615,31.779102564102573,LOW,0
C0648,10,36.53,6.46,4.12,99,17.5,0,0,0.42166666666666686,0.18666666666666668,0.4807692307692308,35.773846153846165,LOW,0
C0649,26,35.51,6.61,4.08,185,25.0,0,0,0.2516666666666663,0.18000000000000002,0.19230769230769232,20.81820512820512,LOW,0
C0650,19,38.03,7.14,7.03,422,11.4,0,1,0.6716666666666669,0.6716666666666667,0.7153846153846154,68.52192307692309,HIGH,1
C0651,26,35.41,6.67,4.85,163,19.9,0,0,0.23499999999999943,0.3083333333333333,0.3884615384615385,30.823974358974336,LOW,0
C0652,1,36.19,6.69,4.68,117,18.5,0,0,0.3649999999999996,0.27999999999999997,0.4423076923076923,35.92153846153845,LOW,0
C0653,24,35.18,6.67,4.28,135,19.5,0,0,0.19666666666666663,0.21333333333333337,0.40384615384615385,26.6725641025641,LOW,0
C0654,5,37.86,7.15,7.29,499,10.3,0,1,0.6433333333333332,0.715,0.7576923076923077,70.38679487179486,HIGH,1
C0655,13,38.84,6.96,7.01,391,9.8,1,1,0.8066666666666672,0.6683333333333333,0.7769230769230769,74.90294871794873,HIGH,1
C0656,4,35.02,6.58,4.22,203,21.7,0,0,0.1700000000000005,0.20333333333333328,0.31923076923076926,22.792820512820526,LOW,0
C0657,16,35.56,6.57,4.48,147,20.3,0,0,0.2600000000000004,0.24666666666666673,0.37307692307692303,29.038717948717963,LOW,0
C0658,24,36.31,6.73,4.9,162,24.5,0,0,0.3850000000000004,0.3166666666666667,0.21153846153846154,30.731025641025656,LOW,0
C0659,16,38.41,7.05,7.25,448,10.0,1,1,0.7349999999999994,0.7083333333333334,0.7692307692307693,73.62782051282049,HIGH,1
C0660,23,35.37,6.7,4.57,157,23.1,0,0,0.22833333333333292,0.2616666666666667,0.26538461538461533,25.148589743589728,LOW,0
C0661,2,38.41,7.1,7.13,884,9.3,1,1,0.7349999999999994,0.6883333333333334,0.7961538461538461,73.76243589743588,HIGH,1
C0662,17,34.72,6.53,4.13,146,21.3,0,0,0.11999999999999982,0.18833333333333332,0.3346153846153846,21.044743589743582,LOW,0
C0663,28,35.94,6.82,4.9,78,19.7,0,0,0.323333333333333,0.3166666666666667,0.3961538461538462,34.357435897435884,LOW,0
C0664,27,35.46,6.8,4.46,163,19.8,0,0,0.24333333333333348,0.24333333333333332,0.3923076923076923,28.95153846153847,LOW,0
C0665,20,35.41,6.72,4.79,165,18.9,0,0,0.23499999999999943,0.29833333333333334,0.42692307692307696,31.666282051282035,LOW,0
C0666,24,37.1,6.83,4.63,123,24.0,0,0,0.5166666666666669,0.27166666666666667,0.23076923076923078,34.22884615384616,LOW,0
C0667,12,35.65,6.48,5.1,99,17.8,0,0,0.27499999999999974,0.3499999999999999,0.46923076923076923,36.14615384615384,LOW,0
C0668,18,35.12,6.6,4.44,209,17.8,0,0,0.18666666666666623,0.24000000000000007,0.46923076923076923,29.292820512820494,LOW,0
C0669,3,35.29,6.58,4.89,170,26.4,0,0,0.21499999999999986,0.31499999999999995,0.13846153846153852,22.62730769230769,LOW,0
C0670,28,36.07,6.72,4.62,141,22.9,0,0,0.34500000000000003,0.27,0.2730769230769231,29.645384615384618,LOW,0
C0671,1,35.56,6.54,4.65,105,12.8,0,0,0.2600000000000004,0.2750000000000001,0.6615384615384615,38.97269230769233,LOW,0
C0672,1,38.58,6.96,5.91,327,11.7,1,1,0.7633333333333331,0.48500000000000004,0.7038461538461539,64.7475641025641,HIGH,1
C0673,29,37.89,6.91,6.33,576,9.5,1,1,0.6483333333333334,0.555,0.7884615384615384,65.91064102564104,HIGH,1
C0674,19,37.98,7.18,7.04,974,7.7,1,1,0.6633333333333328,0.6733333333333333,0.8576923076923078,72.70846153846152,HIGH,1
C0675,11,37.23,7.03,7.66,599,10.8,1,1,0.5383333333333328,0.7766666666666667,0.7384615384615384,68.37897435897433,HIGH,1
C0676,5,36.04,6.55,4.77,170,19.6,0,0,0.33999999999999986,0.29499999999999993,0.39999999999999997,34.285,LOW,0
C0677,12,35.28,6.57,4.73,117,16.6,0,0,0.2133333333333335,0.2883333333333334,0.5153846153846153,33.321923076923085,LOW,0
C0678,3,36.14,6.77,4.94,210,20.2,0,0,0.35666666666666674,0.3233333333333334,0.37692307692307697,35.127948717948726,LOW,0
C0679,1,35.53,6.73,4.98,204,15.1,0,0,0.25500000000000017,0.33000000000000007,0.573076923076923,37.98538461538462,LOW,0
C0680,1,35.93,6.65,4.38,131,20.2,0,0,0.3216666666666666,0.22999999999999998,0.37692307692307697,30.671282051282052,LOW,0
C0681,8,38.28,7.19,6.43,475,8.2,1,1,0.7133333333333335,0.5716666666666667,0.8384615384615385,70.25397435897436,HIGH,1
C0682,10,35.08,6.45,4.34,45,24.5,0,0,0.17999999999999972,0.2233333333333333,0.21153846153846154,20.49435897435896,LOW,0
C0683,11,35.18,6.54,4.88,91,24.2,0,0,0.19666666666666663,0.3133333333333333,0.22307692307692312,24.56871794871795,LOW,0
C0684,12,36.01,6.84,4.89,96,22.4,0,0,0.3349999999999997,0.31499999999999995,0.2923076923076924,31.47653846153845,LOW,0
C0685,29,35.33,6.52,4.13,155,19.0,0,0,0.22166666666666637,0.18833333333333332,0.4230769230769231,27.243717948717936,LOW,0
C0686,13,35.3,6.67,4.73,137,26.0,0,0,0.2166666666666662,0.2883333333333334,0.15384615384615385,22.22756410256409,LOW,0
C0687,12,35.02,6.75,4.56,96,15.3,0,0,0.1700000000000005,0.25999999999999995,0.5653846153846154,32.406923076923086,LOW,0
C0688,14,38.41,7.08,6.3,633,6.3,1,1,0.7349999999999994,0.5499999999999999,0.9115384615384615,72.49769230769229,HIGH,1
C0689,2,36.53,6.67,5.11,170,19.7,0,0,0.42166666666666686,0.35166666666666674,0.3961538461538462,38.925769230769234,LOW,0
C0690,29,34.97,6.74,4.5,171,26.8,0,0,0.1616666666666665,0.25,0.12307692307692306,18.062051282051275,LOW,0
C0691,19,38.87,7.12,7.19,683,7.6,1,1,0.8116666666666662,0.6983333333333334,0.8615384615384615,78.74602564102562,HIGH,1
C0692,18,38.69,7.18,6.52,547,10.4,0,1,0.7816666666666663,0.5866666666666666,0.7538461538461539,70.47923076923077,HIGH,1
C0693,3,37.35,6.94,5.38,498,8.9,1,1,0.5583333333333336,0.39666666666666667,0.8115384615384615,58.02435897435898,MODERATE,1
C0694,23,38.34,7.13,7.48,523,8.4,1,1,0.7233333333333339,0.7466666666666667,0.8307692307692308,76.48051282051284,HIGH,1
C0695,17,34.97,6.63,5.05,181,22.9,0,0,0.1616666666666665,0.3416666666666666,0.2730769230769231,25.920384615384606,LOW,0
C0696,26,35.71,6.73,4.86,114,22.4,0,0,0.28500000000000014,0.31000000000000005,0.2923076923076924,29.601538461538475,LOW,0
C0697,8,35.41,6.69,4.05,119,18.1,0,0,0.23499999999999943,0.17499999999999996,0.4576923076923076,28.303461538461516,LOW,0
C0698,29,35.99,6.58,4.54,132,17.9,0,0,0.331666666666667,0.25666666666666665,0.46538461538461545,34.686923076923094,LOW,0
C0699,26,36.09,6.67,4.53,60,16.1,0,0,0.3483333333333339,0.25500000000000006,0.5346153846153846,37.34141025641028,LOW,0
C0700,10,36.79,6.46,4.84,163,20.3,0,0,0.46499999999999986,0.30666666666666664,0.37307692307692303,38.10871794871794,LOW,0
C0701,26,35.79,6.71,3.91,139,16.8,0,0,0.2983333333333332,0.1516666666666667,0.5076923076923077,31.190128205128197,LOW,0
C0702,30,35.66,6.68,5.46,189,16.5,0,0,0.2766666666666661,0.41,0.5192307692307693,39.8528205128205,LOW,0
C0703,2,35.6,6.71,4.86,106,18.7,0,0,0.2666666666666669,0.31000000000000005,0.4346153846153846,33.3897435897436,LOW,0
C0704,19,35.32,6.76,4.74,125,18.5,0,0,0.22000000000000006,0.29000000000000004,0.4423076923076923,31.341538461538466,LOW,0
C0705,9,35.67,6.69,5.05,90,18.4,0,0,0.2783333333333336,0.3416666666666666,0.44615384615384623,35.25243589743591,LOW,0
C0706,7,35.35,6.66,5.4,110,21.4,0,0,0.22500000000000023,0.4000000000000001,0.3307692307692308,31.90384615384616,LOW,0
C0707,4,37.71,7.25,7.31,590,9.4,1,1,0.6183333333333335,0.7183333333333333,0.7923076923076924,70.72653846153847,HIGH,1
C0708,26,36.16,6.58,4.98,190,19.1,0,0,0.35999999999999943,0.33000000000000007,0.4192307692307692,36.78615384615382,LOW,0
C0709,21,35.0,6.77,4.74,122,20.5,0,0,0.16666666666666666,0.29000000000000004,0.36538461538461536,27.143589743589747,LOW,0
C0710,18,36.07,6.79,4.66,155,17.0,0,0,0.34500000000000003,0.27666666666666667,0.5,36.913333333333334,LOW,0
C0711,13,38.04,7.17,6.77,838,9.6,1,1,0.6733333333333332,0.6283333333333333,0.7846153846153846,69.20807692307692,HIGH,1
C0712,11,35.44,6.65,4.45,99,20.5,0,0,0.23999999999999963,0.2416666666666667,0.36538461538461536,27.945256410256402,LOW,0
C0713,29,34.44,6.56,4.49,143,15.5,0,0,0.07333333333333296,0.24833333333333338,0.5576923076923077,28.47346153846153,LOW,0
C0714,24,35.2,6.77,4.29,174,23.0,0,0,0.20000000000000048,0.215,0.2692307692307692,22.671153846153864,LOW,0
C0715,4,36.15,6.72,4.68,102,17.4,0,0,0.3583333333333331,0.27999999999999997,0.48461538461538467,37.00641025641025,LOW,0
C0716,25,38.44,7.04,6.08,521,11.5,0,1,0.7399999999999997,0.5133333333333333,0.7115384615384616,65.18435897435896,HIGH,1
C0717,21,35.0,6.56,4.76,116,23.5,0,0,0.16666666666666666,0.2933333333333333,0.25,23.683333333333334,LOW,0
C0718,29,35.25,6.61,4.69,131,22.8,0,0,0.20833333333333334,0.28166666666666673,0.2769230769230769,25.526282051282056,LOW,0
C0719,25,38.34,6.98,5.93,622,9.1,1,1,0.7233333333333339,0.4883333333333333,0.8038461538461538,66.60423076923078,HIGH,1
C0720,4,37.9,7.21,7.47,500,6.3,1,1,0.6499999999999998,0.745,0.9115384615384615,76.43269230769229,HIGH,1
C0721,10,35.38,6.63,5.62,152,22.8,0,0,0.23000000000000043,0.4366666666666667,0.2769230769230769,31.687948717948732,LOW,0
C0722,5,39.18,7.03,6.82,628,9.2,1,1,0.8633333333333333,0.6366666666666667,0.8,76.43666666666667,HIGH,1
C0723,9,35.3,6.74,4.33,155,18.1,0,0,0.2166666666666662,0.22166666666666668,0.4576923076923076,29.31346153846152,LOW,0
C0724,24,35.04,6.72,4.77,55,17.6,0,0,0.1733333333333332,0.29499999999999993,0.4769230769230769,31.00294871794871,LOW,0
C0725,3,36.31,6.56,4.52,77,13.8,0,0,0.3850000000000004,0.25333333333333324,0.6230769230769231,41.272051282051294,MODERATE,1
C0726,17,35.34,6.79,4.4,175,20.5,0,0,0.2233333333333339,0.2333333333333334,0.36538461538461536,27.086923076923096,LOW,0
C0727,3,36.11,6.77,4.3,191,19.8,0,0,0.35166666666666657,0.21666666666666665,0.3923076923076923,31.70153846153846,LOW,0
C0728,16,38.73,6.9,7.47,592,6.6,1,1,0.7883333333333328,0.745,0.8999999999999999,80.77833333333331,HIGH,1
C0729,4,37.33,7.06,6.98,590,10.1,1,1,0.5549999999999997,0.6633333333333334,0.7653846153846153,65.81358974358974,HIGH,1
C0730,18,35.28,6.71,4.99,162,24.0,0,0,0.2133333333333335,0.3316666666666667,0.23076923076923078,26.015512820512825,LOW,0
C0731,17,37.7,7.16,6.32,507,4.7,1,1,0.6166666666666671,0.5533333333333333,0.9730769230769231,70.49871794871795,HIGH,1
C0732,7,35.49,6.65,5.11,69,23.4,0,0,0.24833333333333366,0.35166666666666674,0.2538461538461539,28.62089743589745,LOW,0
C0733,24,35.05,6.43,4.44,115,18.4,0,0,0.17499999999999952,0.24000000000000007,0.44615384615384623,28.180769230769222,LOW,0
C0734,23,35.66,6.74,4.84,137,22.3,0,0,0.2766666666666661,0.30666666666666664,0.2961538461538461,29.320769230769205,LOW,0
C0735,30,34.91,6.49,4.89,178,15.6,0,0,0.1516666666666661,0.31499999999999995,0.5538461538461539,33.350897435897416,LOW,0
C0736,5,38.43,7.08,6.05,473,9.9,1,1,0.7383333333333333,0.5083333333333333,0.7730769230769231,66.86038461538462,HIGH,1
C0737,12,37.81,7.19,7.43,729,9.7,1,1,0.6350000000000003,0.7383333333333333,0.7807692307692308,71.63551282051283,HIGH,1
C0738,17,35.6,6.63,5.18,94,19.2,0,0,0.2666666666666669,0.3633333333333333,0.4153846153846154,34.660256410256416,LOW,0
C0739,23,35.64,6.59,4.77,166,21.3,0,0,0.27333333333333343,0.29499999999999993,0.3346153846153846,29.991410256410255,LOW,0
C0740,13,35.37,6.62,4.89,203,18.4,0,0,0.22833333333333292,0.31499999999999995,0.44615384615384623,32.619102564102555,LOW,0
C0741,23,35.79,6.79,4.45,154,16.8,0,0,0.2983333333333332,0.2416666666666667,0.5076923076923077,34.3401282051282,LOW,0
C0742,25,37.66,7.24,5.93,523,10.1,1,1,0.6099999999999994,0.4883333333333333,0.7653846153846153,61.55858974358972,HIGH,1
C0743,3,35.94,6.78,4.53,188,19.7,0,0,0.323333333333333,0.25500000000000006,0.3961538461538462,32.19910256410255,LOW,0
C0744,9,34.83,6.68,4.66,177,18.5,0,0,0.13833333333333306,0.27666666666666667,0.4423076923076923,28.098205128205123,LOW,0
C0745,30,35.56,6.53,4.38,109,20.1,0,0,0.2600000000000004,0.22999999999999998,0.3807692307692307,28.693846153846163,LOW,0
C0746,17,36.47,6.54,4.7,165,27.9,0,0,0.41166666666666646,0.2833333333333334,0.08076923076923083,26.41717948717948,LOW,0
C0747,17,35.0,6.82,4.19,190,23.5,0,0,0.16666666666666666,0.1983333333333334,0.25,20.358333333333334,LOW,0
C0748,30,35.16,6.56,4.36,197,23.5,0,0,0.19333333333333277,0.2266666666666667,0.25,22.256666666666646,LOW,0
C0749,20,35.76,6.53,4.9,147,21.3,0,0,0.293333333333333,0.3166666666666667,0.3346153846153846,31.42974358974358,LOW,0
C0750,16,35.59,6.76,4.88,136,20.5,0,0,0.26500000000000057,0.3133333333333333,0.36538461538461536,31.30358974358976,LOW,0
C0751,25,38.29,6.95,6.79,521,8.8,0,1,0.7149999999999999,0.6316666666666667,0.8153846153846154,71.6952564102564,HIGH,1
C0752,22,35.74,6.56,4.39,102,18.0,0,0,0.2900000000000003,0.2316666666666666,0.46153846153846156,32.276025641025655,LOW,0
C0753,13,35.82,6.67,4.39,168,18.6,0,0,0.3033333333333334,0.2316666666666666,0.4384615384615384,32.01397435897436,LOW,0
C0754,27,37.69,7.19,6.5,641,9.3,1,1,0.6149999999999997,0.5833333333333334,0.7961538461538461,66.00743589743588,HIGH,1
C0755,19,35.7,6.76,4.89,193,16.5,0,0,0.2833333333333338,0.31499999999999995,0.5192307692307693,36.75448717948719,LOW,0
C0756,17,37.59,7.12,5.76,235,7.5,1,1,0.5983333333333339,0.45999999999999996,0.8653846153846154,63.27025641025643,HIGH,1
C0757,4,35.84,6.7,4.55,201,19.9,0,0,0.30666666666666725,0.2583333333333333,0.3884615384615385,31.510641025641046,LOW,0
C0758,12,36.45,6.69,4.35,170,22.5,0,0,0.4083333333333338,0.22499999999999995,0.28846153846153844,30.70064102564104,LOW,0
C0759,29,35.43,6.83,4.78,101,23.3,0,0,0.23833333333333329,0.2966666666666667,0.25769230769230766,26.4751282051282,LOW,0
C0760,9,35.01,6.65,4.45,207,21.2,0,0,0.168333333333333,0.2416666666666667,0.3384615384615385,24.67397435897435,LOW,0
C0761,19,36.05,6.53,4.54,212,17.1,0,0,0.3416666666666662,0.25666666666666665,0.4961538461538461,35.98076923076921,LOW,0
C0762,12,35.44,6.69,5.1,185,14.2,0,0,0.23999999999999963,0.3499999999999999,0.6076923076923078,39.24846153846152,LOW,0
C0763,9,34.41,6.86,4.95,120,14.7,0,0,0.06833333333333276,0.325,0.5884615384615385,31.940641025641003,LOW,0
C0764,7,35.92,6.55,4.75,138,16.2,0,0,0.3200000000000003,0.2916666666666667,0.5307692307692308,37.542179487179496,LOW,0
C0765,28,35.23,6.61,4.32,156,17.3,0,0,0.2049999999999995,0.22000000000000006,0.48846153846153845,29.81230769230767,LOW,0
C0766,14,38.16,7.06,6.59,785,9.9,1,1,0.6933333333333328,0.5983333333333333,0.7730769230769231,68.4803846153846,HIGH,1
C0767,20,38.04,7.08,7.03,489,12.5,1,1,0.6733333333333332,0.6716666666666667,0.6730769230769231,67.26705128205128,HIGH,1
C0768,19,36.89,6.91,6.67,749,8.0,1,1,0.48166666666666674,0.6116666666666667,0.8461538461538461,64.01576923076924,HIGH,1
C0769,26,35.85,6.76,5.11,42,19.3,0,0,0.30833333333333357,0.35166666666666674,0.4115384615384615,35.54935897435898,LOW,0
C0770,15,35.28,6.88,5.09,164,20.0,0,0,0.2133333333333335,0.34833333333333333,0.38461538461538464,31.36807692307693,LOW,0
C0771,16,35.76,6.67,5.2,136,23.4,0,0,0.293333333333333,0.3666666666666667,0.2538461538461539,30.675897435897426,LOW,0
C0772,21,35.37,6.56,4.79,147,16.5,0,0,0.22833333333333292,0.29833333333333334,0.5192307692307693,34.30115384615383,LOW,0
C0773,5,35.87,6.5,4.88,135,21.3,0,0,0.31166666666666626,0.3133333333333333,0.3346153846153846,31.93641025641024,LOW,0
C0774,3,35.81,6.68,5.12,182,20.0,0,0,0.301666666666667,0.35333333333333333,0.38461538461538464,34.54641025641027,LOW,0
C0775,12,35.03,6.76,4.83,195,19.0,0,0,0.17166666666666686,0.305,0.4230769230769231,29.627051282051287,LOW,0
C0776,25,36.04,6.7,4.55,161,22.7,0,0,0.33999999999999986,0.2583333333333333,0.28076923076923077,29.305512820512813,LOW,0
C0777,20,35.23,6.65,4.57,136,22.6,0,0,0.2049999999999995,0.2616666666666667,0.28461538461538455,24.951410256410238,LOW,0
C0778,27,35.9,6.59,4.77,148,17.2,0,0,0.31666666666666643,0.29499999999999993,0.49230769230769234,36.35320512820512,LOW,0
C0779,21,35.68,6.54,4.31,151,19.5,0,0,0.27999999999999997,0.21833333333333327,0.40384615384615385,29.680897435897435,LOW,0
C0780,4,37.43,7.27,6.77,543,9.3,1,1,0.5716666666666667,0.6283333333333333,0.7961538461538461,66.10910256410256,HIGH,1
C0781,21,35.39,6.74,5.03,173,19.2,0,0,0.23166666666666677,0.3383333333333334,0.4153846153846154,32.59525641025641,LOW,0
C0782,23,35.33,6.5,4.04,168,21.8,0,0,0.22166666666666637,0.17333333333333334,0.3153846153846154,23.3802564102564,LOW,0
C0783,16,35.49,6.81,5.16,212,20.8,0,0,0.24833333333333366,0.36000000000000004,0.3538461538461538,32.01256410256411,LOW,0
C0784,25,35.35,6.71,5.04,200,25.5,0,0,0.22500000000000023,0.34,0.17307692307692307,24.91538461538462,LOW,0
C0785,7,35.9,6.79,4.56,123,15.4,0,0,0.31666666666666643,0.25999999999999995,0.5615384615384615,37.27435897435897,LOW,0
C0786,13,34.69,6.52,4.86,183,19.6,0,0,0.11499999999999962,0.31000000000000005,0.39999999999999997,27.15999999999999,LOW,0
C0787,21,34.97,6.51,4.7,112,17.3,0,0,0.1616666666666665,0.2833333333333334,0.48846153846153845,30.555641025641023,LOW,0
C0788,10,34.97,6.64,5.07,178,21.8,0,0,0.1616666666666665,0.34500000000000003,0.3153846153846154,27.348589743589734,LOW,0
C0789,26,35.98,6.7,4.99,129,15.1,0,0,0.32999999999999946,0.3316666666666667,0.573076923076923,40.59371794871793,MODERATE,1
C0790,7,36.36,6.83,4.28,109,21.0,0,0,0.39333333333333326,0.21333333333333337,0.34615384615384615,31.570769230769223,LOW,0
C0791,14,37.65,7.16,6.97,528,11.8,1,1,0.6083333333333331,0.6616666666666666,0.7,65.54166666666666,HIGH,1
C0792,26,35.42,6.63,4.64,43,17.8,0,0,0.23666666666666694,0.27333333333333326,0.46923076923076923,32.159487179487186,LOW,0
C0793,5,35.54,6.55,4.72,80,15.7,0,0,0.25666666666666654,0.2866666666666666,0.55,35.809999999999995,LOW,0
C0794,3,37.85,7.13,6.07,491,9.7,1,1,0.6416666666666669,0.5116666666666667,0.7807692307692308,63.928846153846166,HIGH,1
C0795,23,35.04,6.55,5.22,153,23.3,0,0,0.1733333333333332,0.36999999999999994,0.25769230769230766,26.831794871794862,LOW,0
C0796,29,35.62,6.81,5.01,135,19.9,0,0,0.2699999999999996,0.33499999999999996,0.3884615384615385,32.94730769230768,LOW,0
C0797,11,35.99,6.62,4.48,87,21.9,0,0,0.331666666666667,0.24666666666666673,0.3115384615384616,29.567692307692322,LOW,0
C0798,11,35.75,6.81,4.3,117,25.0,0,0,0.2916666666666667,0.21666666666666665,0.19230769230769232,23.46153846153846,LOW,0
C0799,18,38.51,7.05,6.79,492,9.7,1,1,0.7516666666666664,0.6316666666666667,0.7807692307692308,71.86884615384615,HIGH,1
C0800,15,36.0,6.64,4.83,173,18.3,0,0,0.3333333333333333,0.305,0.44999999999999996,35.958333333333336,LOW,0
